"","X","trim","subTrim","condition","isOneOwner","mileage","year","color","displacement","fuel","state","region","soundSystem","wheelType","wheelSize","featureCount","price"
"101","101","550",NA,"New","f",5,"2015","Black","4.6 L","Gasoline","CA","Pac",NA,NA,NA,0,112291.447924835
"102","102","430",NA,"Used","f",106022,"2000","Black","4.3 L","Gasoline","NJ","Mid",NA,"Alloy",NA,21,9476.3893812744
"103","103","550",NA,"New","f",8,"2015","Black","4.6 L","Gasoline","CA","Pac",NA,NA,"18",83,112474.873316106
"104","104","550",NA,"Used","f",66427,"2007","White","5.5 L","Gasoline","FL","SoA","Premium","Alloy",NA,54,29188.0572035701
"105","105","550",NA,"Used","f",56069,"2007","Silver","5.5 L","Gasoline","FL","SoA","Premium","Alloy",NA,57,29454.8336195651
"106","106","65 AMG",NA,"Used","f",13071,"2007","Black","6.0 L","Gasoline","CO","Mtn",NA,NA,NA,1,64027.1763442168
"107","107","63 AMG",NA,"Used","f",40260,"2012","Black","5.5 L","Gasoline","CA","Pac","Bang Olufsen","Alloy",NA,75,74399.5853933687
"108","108","550",NA,"CPO","f",30505,"2013","Silver","4.6 L","Gasoline","CA","Pac","Premium","Alloy",NA,82,62405.6067399598
"109","109","550",NA,"New","f",10,"2014","White","4.6 L","Gasoline","TX","WSC",NA,NA,NA,0,111983.653758187
"110","110","550",NA,"CPO","f",14947,"2013","Black","4.6 L","Gasoline","TX","WSC","Harman Kardon","Alloy",NA,74,66159.4897991372
"111","111","320",NA,"Used","f",249000,"1997","Black","3.2 L","Gasoline","GA","SoA",NA,NA,NA,1,2984.00153617648
"112","112","430",NA,"Used","f",88585,"2002","Silver","4.3 L","Gasoline","MN","WNC",NA,"Alloy",NA,52,11205.1074144551
"113","113","550",NA,"New","f",6,"2014","Blue","4.6 L","Gasoline","NY","Mid",NA,NA,NA,25,111261.21206523
"114","114","550",NA,"New","f",18,"2014","Black","4.6 L","Gasoline","CA","Pac",NA,NA,NA,1,110957.436341437
"115","115","550",NA,"New","f",6,"2015","Silver","4.6 L","Gasoline","CA","Pac",NA,NA,NA,1,112247.847863006
"116","116","500",NA,"Used","f",109692,"2000","Silver","5.0 L","Gasoline","CA","Pac",NA,"Alloy",NA,20,9728.04509360165
"117","117","550",NA,"Used","f",51948,"2010","Black","5.5 L","Gasoline","GA","SoA",NA,NA,"18",38,40289.6223601827
"118","118","550",NA,"Used","f",88748,"2007","Black","5.5 L","Gasoline","TX","WSC","Premium","Alloy",NA,61,26408.964752403
"119","119","350",NA,"Used","f",33166,"2013","Blue","3.0 L","Diesel","FL","SoA","Premium","Alloy",NA,69,51717.8030645547
"120","120","430",NA,"Used","f",111318,"2003","Silver","4.3 L","Gasoline","FL","SoA",NA,NA,NA,28,10621.1128476072
"121","121","550",NA,"Used","t",105000,"2011","Black","5.5 L","Gasoline","NY","Mid","Premium",NA,NA,45,36730.5831749925
"122","122","550",NA,"New","f",25,"2014","Silver","4.6 L","Gasoline","HI","Pac","Premium","Alloy",NA,65,110688.24485509
"123","123","550",NA,"New","f",9,"2015","Black","4.6 L","Gasoline","IL","ENC","Premium","Alloy",NA,65,112462.286536099
"124","124","550",NA,"Used","f",128378,"2007","White","5.5 L","Gasoline","CA","Pac",NA,"Alloy",NA,49,24577.8834519949
"125","125","600",NA,"Used","f",65295,"2005","Black","5.5 L","Gasoline","FL","SoA",NA,"Alloy","18",48,25439.4468731336
"126","126","550",NA,"Used","t",26955,"2008","Black","5.5 L","Gasoline","TX","WSC","Premium","Alloy",NA,39,38086.0454471089
"127","127","550",NA,"CPO","f",7916,"2012","Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","18",74,62908.0044615309
"128","128","350",NA,"CPO","f",19769,"2012","Black","3.0 L","Diesel","CA","Pac",NA,NA,NA,17,54973.2376978179
"129","129","430",NA,"Used","f",124595,"2001","Black","4.3 L","Gasoline","CA","Pac",NA,NA,NA,7,8444.69238511236
"130","130","430",NA,"Used","f",143627,"2004","Gray","4.3 L","Gasoline","SC","SoA",NA,"Alloy",NA,51,9989.55425287398
"131","131","500",NA,"Used","f",157312,"2005","Silver","5.0 L","Gasoline","SC","SoA",NA,"Alloy",NA,52,10142.7378723482
"132","132","63 AMG",NA,"New","f",8,"2015","White","5.5 L","Gasoline","CA","Pac",NA,NA,"20",72,165338.696070829
"133","133","550",NA,"New","f",12,"2015","Blue","4.6 L","Gasoline","TX","WSC",NA,NA,NA,0,112736.426766293
"134","134","550",NA,"New","f",10,"2015","Silver","4.7 L",NA,"CA","Pac",NA,NA,NA,1,132848.209960418
"135","135","500",NA,"Used","f",70215,"2001","Black","5.0 L","Gasoline","CA","Pac","Premium","Alloy",NA,25,12995.5664504363
"136","136","400","Hybrid","Used","f",17765,"2013","Black","3.5 L","Hybrid","GA","SoA","Harman Kardon","Alloy",NA,52,49415.6473885969
"137","137","550",NA,"New","f",5,"2015","Black","4.6 L","Gasoline","OH","ENC","Premium","Alloy",NA,52,112277.424044128
"138","138","550",NA,"New","f",6,"2015","Silver","4.6 L","Gasoline","CA","Pac",NA,NA,NA,0,112244.856982796
"139","139","550",NA,"Used","f",16995,"2013","Black","4.6 L","Gasoline","TX","WSC",NA,"Alloy",NA,60,60862.4907379719
"140","140","550",NA,"New","f",12,"2014","White","4.6 L","Gasoline","CA","Pac",NA,NA,NA,1,111933.240283433
"141","141","550",NA,"Used","f",89314,"2007","Gold","5.5 L","Gasoline","CA","Pac",NA,NA,NA,0,26614.6599151636
"142","142","550",NA,"Used","f",50808,"2008","Black","5.5 L","Gasoline","NC","SoA","Harman Kardon",NA,NA,80,33416.2580677943
"143","143","550",NA,"New","f",15,"2015","White","4.6 L","Gasoline","PA","Mid","Premium","Alloy",NA,64,113484.23508134
"144","144","550",NA,"Used","f",45631,"2012","Silver","4.6 L","Gasoline","MS","ESC",NA,"Alloy",NA,69,47398.3431693902
"145","145","550",NA,"Used","f",95338,"2007","Black","5.5 L","Gasoline","CA","Pac",NA,NA,NA,0,26139.6713234485
"146","146","550",NA,"New","f",45,"2014","Black","4.6 L","Gasoline","CA","Pac",NA,NA,NA,0,110704.074092396
"147","147","550",NA,"Used","f",56910,"2009","Blue","5.5 L","Gasoline","NJ","Mid",NA,NA,NA,6,33563.8907306168
"148","148","550",NA,"Used","t",61713,"2008","Gray","5.5 L","Gasoline","OH","ENC","Premium","Alloy",NA,50,32061.4392124434
"149","149","500",NA,"Used","f",119436,"2000","Silver","5.0 L","Gasoline","FL","SoA","Premium","Alloy",NA,55,8903.56135745046
"150","150","500",NA,"Used","f",118641,"2000","Silver","5.0 L","Gasoline","PA","Mid",NA,"Alloy",NA,23,9152.62089763786
"151","151","500",NA,"Used","f",173386,"2000","Black","5.0 L","Gasoline","FL","SoA",NA,NA,NA,33,6542.10294415751
"152","152","550",NA,"New","f",7,"2015","White","4.6 L","Gasoline","CO","Mtn","Premium","Alloy",NA,68,115977.023453428
"153","153","550",NA,"Used","f",68839,"2011","Black","5.5 L","Gasoline","GA","SoA","Harman Kardon","Alloy",NA,62,39238.1899359011
"154","154","550",NA,"Used","t",100452,"2008","Black","5.5 L","Gasoline","FL","SoA",NA,"Alloy",NA,13,28318.2197302623
"155","155","550",NA,"Used","f",77339,"2007","Silver","5.5 L","Gasoline","SC","SoA",NA,"Alloy",NA,45,27289.8755228013
"156","156","550",NA,"New","f",9,"2015","Silver","4.6 L","Gasoline","WV","SoA","Premium","Alloy",NA,67,112352.293005821
"157","157","500",NA,"Used","f",92870,"2000","Gold","5.0 L","Gasoline","KY","ESC",NA,"Alloy",NA,22,11056.6839562986
"158","158","550",NA,"Used","f",102457,"2007","Black","5.5 L","Gasoline","CA","Pac",NA,NA,NA,0,25615.6011935341
"159","159","550",NA,"CPO","t",27383,"2013","Black","4.6 L","Gasoline","TX","WSC","Harman Kardon","Alloy",NA,96,63379.1618711299
"160","160","550",NA,"New","f",14,"2014",NA,"4.6 L","Gasoline","CO","Mtn",NA,NA,"19",9,111026.926937107
"161","161","550",NA,"Used","f",80123,"2007","Black","5.5 L","Gasoline","PA","Mid","Premium","Alloy",NA,54,27155.238069914
"162","162","550",NA,"Used","f",99555,"2007","Blue","5.5 L","Gasoline","FL","SoA","Premium",NA,NA,37,25624.9046473512
"163","163","550",NA,"New","f",12,"2015","Silver","4.7 L","Gasoline","MD","SoA",NA,NA,NA,95,133198.632005183
"164","164","350",NA,"Used","f",15520,"2012","Silver","3.0 L","Diesel","TX","WSC","Harman Kardon","Alloy",NA,61,50209.9722327392
"165","165","550",NA,"New","f",32,"2015","Black","4.7 L","Gasoline","NY","Mid","Premium","Alloy","20",78,134993.842089907
"166","166","550",NA,"New","f",6,"2015","Black","4.6 L","Gasoline","NY","Mid",NA,NA,NA,30,112368.413152435
"167","167","600",NA,"Used","f",89950,"2007","Gray","5.5 L","Gasoline","FL","SoA",NA,NA,NA,55,28167.6156448532
"168","168","550",NA,"CPO","t",14220,"2013","White","4.6 L","Gasoline","OK","WSC","Premium","Alloy",NA,70,67977.65142126
"169","169","550",NA,"Used","f",38314,"2007","Black","5.5 L","Gasoline","CO","Mtn","Premium",NA,NA,56,32773.7199930466
"170","170","550",NA,"Used","f",54379,"2008","Silver","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy",NA,43,32589.3720428866
"171","171","550",NA,"Used","f",37535,"2013","Silver","4.6 L","Gasoline","GA","SoA","Premium","Premium",NA,57,55888.3827282348
"172","172","320",NA,"Used","f",93128,"1999","Silver","3.2 L","Gasoline","MO","WNC","Premium","Alloy",NA,44,10864.6535013651
"173","173","550",NA,"New","f",17,"2015","Blue","4.6 L","Gasoline","IL","ENC",NA,NA,"19",15,112709.679032523
"174","174","500",NA,"Used","f",147323,"2006","Beige","5.0 L","Gasoline","TX","WSC",NA,NA,NA,58,11011.7837034019
"175","175","550",NA,"Used","t",39688,"2011","Black","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy",NA,73,43551.1166479872
"176","176","550",NA,"New","f",6,"2014","White","4.6 L","Gasoline","CA","Pac",NA,NA,NA,0,112124.901425987
"177","177","550",NA,"CPO","f",45846,"2011","Black","5.5 L","Gasoline","NC","SoA","Premium","Alloy","20",71,48182.6128023425
"178","178","550",NA,"New","f",21,"2014","Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,66,110847.485191517
"179","179","550",NA,"CPO","t",25813,"2012","Black","4.6 L","Gasoline","WV","SoA","Premium","Alloy",NA,73,56726.3484185652
"180","180","550",NA,"New","f",5,"2014","Blue","4.6 L","Gasoline","NJ","Mid",NA,NA,NA,18,111311.625539983
"181","181","550",NA,"Used","t",13761,"2013","Silver","4.6 L","Gasoline","TX","WSC","Harman Kardon","Alloy",NA,92,62344.1289465053
"182","182","550",NA,"CPO","f",12981,"2014","White","4.6 L","Gasoline","CA","Pac",NA,NA,"20",79,96082.1188421052
"183","183","550",NA,"Used","f",27469,"2013","Black","4.6 L","Gasoline","AZ","Mtn","Premium",NA,NA,48,57985.4663219816
"184","184","550",NA,"Used","f",70765,"2007","Gray","5.5 L","Gasoline","MD","SoA","Premium","Alloy",NA,46,28045.6104780586
"185","185","550",NA,"New","f",5,"2014","Black","4.6 L","Gasoline","CA","Pac",NA,"Alloy",NA,31,111276.034115364
"186","186","550",NA,"Used","f",37727,"2011","Black","5.5 L","Gasoline","GA","SoA","Harman Kardon","Alloy",NA,72,43628.8672868983
"187","187","550",NA,"CPO","f",23578,"2012","Black","4.6 L","Gasoline","TN","ESC","Harman Kardon","Alloy","18",105,56968.3468268472
"188","188","550",NA,"New","f",11,"2015","Black","4.6 L","Gasoline","FL","SoA",NA,NA,NA,61,112390.225253477
"189","189","430",NA,"Used","f",53375,"2000","Silver","4.3 L","Gasoline","MA","New","Premium",NA,NA,47,14619.5232160521
"190","190","500",NA,"Used","f",116500,"2004","Black","5.0 L","Gasoline","FL","SoA","Premium",NA,NA,49,12197.6511967757
"191","191","350",NA,"Used","f",16425,"2012","Black","3.0 L","Diesel","GA","SoA","Harman Kardon","Alloy","18",79,49907.2464855224
"192","192","550",NA,"Used","t",15887,"2012","Black","4.6 L","Gasoline","FL","SoA",NA,NA,NA,22,54902.3891324146
"193","193","600",NA,"Used","f",75810,"2007","Black","5.5 L","Gasoline","FL","SoA","Harman Kardon",NA,NA,29,29412.4486012565
"194","194",NA,NA,"New","f",12,"2015","Black","6.0 L",NA,"NY","Mid",NA,NA,"20",6,158744.524877554
"195","195","550",NA,"New","f",1,"2014","Black","4.6 L","Gasoline","CT","New",NA,NA,NA,54,111756.648931578
"196","196","550",NA,"Used","f",21133,"2011","Black","5.5 L","Gasoline","MD","SoA",NA,NA,NA,0,48080.2170539617
"197","197","550",NA,"Used","f",38873,"2011",NA,"5.5 L","Gasoline","VA","SoA",NA,NA,NA,31,43644.1020470376
"198","198","550",NA,"New","f",9,"2015","Black","4.6 L","Gasoline","CA","Pac",NA,NA,NA,81,112513.681064673
"199","199","430",NA,"Used","f",137756,"2002","White","4.3 L","Gasoline","CA","Pac",NA,NA,NA,5,9214.82193948663
"200","200","500",NA,"Used","f",119318,"1998","Blue","5.0 L","Gasoline","PA","Mid",NA,"Alloy",NA,22,11438.8895135736
"201","201","550",NA,"New","f",180,"2014","Silver","4.6 L","Gasoline","FL","SoA",NA,NA,NA,20,110022.944769593
"202","202","550",NA,"CPO","f",22744,"2012","White","4.6 L","Gasoline","MO","WNC",NA,"Alloy",NA,91,58247.1496570433
"203","203","550",NA,"New","f",9,"2015","Silver","4.6 L","Gasoline","NM","Mtn","Premium","Alloy","19",72,115084.826157134
"204","204","550",NA,"Used","t",28629,"2008","Black","5.5 L","Gasoline","NJ","Mid","Premium","Alloy",NA,67,37647.8231337955
"205","205","550",NA,"Used","f",47875,"2010","Black","5.5 L","Gasoline","CA","Pac",NA,NA,NA,31,40899.5596344665
"206","206","550",NA,"CPO","f",711,"2014","Black","4.6 L","Gasoline","MA","New",NA,NA,NA,17,100290.246809178
"207","207","430",NA,"Used","f",104334,"2002","Black","4.3 L","Gasoline","OH","ENC","Bose","Chrome",NA,51,10373.3873722455
"208","208","550",NA,"Used","f",96226,"2007","Silver","5.5 L","Gasoline","NC","SoA",NA,NA,NA,0,25948.3838939119
"209","209","550",NA,"Used","f",2008,"2012",NA,"4.6 L","Gasoline","FL","SoA","Harman Kardon","Alloy",NA,89,68410.4961021438
"210","210","550",NA,"New","f",423,"2015","Black","4.6 L","Gasoline","CA","Pac","Premium","Alloy","18",79,113658.97673878
